Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-02-18 00:00:00-05:00,278.79998779296875,279.17999267578125,260.5,264.6300048828125,11564800,0.0,0.0
2025-02-19 00:00:00-05:00,265.760009765625,267.0,257.67999267578125,258.6700134277344,6813800,0.0,0.0
2025-02-20 00:00:00-05:00,260.6600036621094,262.25,250.3699951171875,256.5899963378906,6400700,0.0,0.0
2025-02-21 00:00:00-05:00,266.989990234375,267.79998779296875,234.75999450683594,235.3800048828125,17195500,0.0,0.0
2025-02-24 00:00:00-05:00,239.13999938964844,240.24000549316406,223.60000610351562,227.07000732421875,12125000,0.0,0.0
2025-02-25 00:00:00-05:00,219.97000122070312,222.85000610351562,205.1199951171875,212.49000549316406,15192600,0.0,0.0
2025-02-26 00:00:00-05:00,212.6300048828125,218.57000732421875,207.99000549316406,212.9600067138672,7871600,0.0,0.0
2025-02-27 00:00:00-05:00,218.1300048828125,221.5800018310547,207.7899932861328,208.3699951171875,8082400,0.0,0.0
2025-02-28 00:00:00-05:00,205.27000427246094,216.44000244140625,201.10000610351562,215.6199951171875,9031200,0.0,0.0
2025-03-03 00:00:00-05:00,232.22999572753906,233.39999389648438,203.44000244140625,205.75,15997800,0.0,0.0
2025-03-04 00:00:00-05:00,200.52000427246094,218.94000244140625,193.08999633789062,212.5500030517578,13060900,0.0,0.0
2025-03-05 00:00:00-05:00,214.88999938964844,223.14999389648438,208.0,222.4499969482422,9581600,0.0,0.0
2025-03-06 00:00:00-05:00,214.50999450683594,226.60000610351562,213.0,214.1699981689453,8405400,0.0,0.0
2025-03-07 00:00:00-05:00,214.88999938964844,222.0500030517578,206.77000427246094,217.4499969482422,8615100,0.0,0.0
2025-03-10 00:00:00-04:00,205.0800018310547,206.83999633789062,176.85000610351562,179.22999572753906,18664100,0.0,0.0
2025-03-11 00:00:00-04:00,186.0,195.69000244140625,183.3000030517578,191.69000244140625,11382200,0.0,0.0
2025-03-12 00:00:00-04:00,195.39999389648438,199.1999969482422,183.75,191.72999572753906,9616800,0.0,0.0
2025-03-13 00:00:00-04:00,188.6199951171875,188.85000610351562,177.11000061035156,177.49000549316406,9559400,0.0,0.0
2025-03-14 00:00:00-04:00,183.80999755859375,186.74000549316406,179.16000366210938,183.1199951171875,9454400,0.0,0.0
2025-03-17 00:00:00-04:00,182.0,193.24000549316406,180.77000427246094,188.9600067138672,7216500,0.0,0.0
2025-03-18 00:00:00-04:00,185.0,186.49000549316406,178.77999877929688,181.13999938964844,7408200,0.0,0.0
2025-03-19 00:00:00-04:00,184.8300018310547,193.77999877929688,182.8000030517578,189.75,8194200,0.0,0.0
2025-03-20 00:00:00-04:00,185.88999938964844,193.92999267578125,185.8800048828125,190.3800048828125,6718000,0.0,0.0
2025-03-21 00:00:00-04:00,185.57000732421875,190.72000122070312,183.75,189.86000061035156,7344800,0.0,0.0
2025-03-24 00:00:00-04:00,197.5,203.25,194.4199981689453,203.0399932861328,9489500,0.0,0.0
2025-03-25 00:00:00-04:00,202.1300048828125,206.92999267578125,198.33999633789062,204.22999572753906,7877700,0.0,0.0
2025-03-26 00:00:00-04:00,203.0,206.0,192.2899932861328,193.9499969482422,7113400,0.0,0.0
2025-03-27 00:00:00-04:00,192.97000122070312,195.3300018310547,187.8000030517578,188.5800018310547,5426300,0.0,0.0
2025-03-28 00:00:00-04:00,185.72000122070312,186.7899932861328,172.99000549316406,173.92999267578125,10040200,0.0,0.0
2025-03-31 00:00:00-04:00,169.3800048828125,173.5800018310547,163.52000427246094,172.22999572753906,7781300,0.0,0.0
2025-04-01 00:00:00-04:00,172.82000732421875,176.0500030517578,168.5500030517578,174.52000427246094,5489700,0.0,0.0
2025-04-02 00:00:00-04:00,170.57000732421875,184.11000061035156,170.35000610351562,182.9499969482422,8208600,0.0,0.0
2025-04-03 00:00:00-04:00,168.5800018310547,172.02999877929688,164.64999389648438,170.75999450683594,9556200,0.0,0.0
2025-04-04 00:00:00-04:00,166.02000427246094,167.5,147.1699981689453,160.5500030517578,14570800,0.0,0.0
2025-04-07 00:00:00-04:00,146.0399932861328,167.39999389648438,142.5800018310547,157.27999877929688,13251700,0.0,0.0
2025-04-08 00:00:00-04:00,165.1999969482422,167.8000030517578,147.35000610351562,151.47000122070312,11117400,0.0,0.0
