Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-02-18 00:00:00-05:00,337.3500061035156,340.489990234375,326.7900085449219,333.9700012207031,10179800,0.0,0.0
2025-02-19 00:00:00-05:00,337.29998779296875,340.19000244140625,317.2200012207031,318.6700134277344,17043100,0.0,0.0
2025-02-20 00:00:00-05:00,323.7300109863281,327.8299865722656,314.95001220703125,323.9200134277344,12291700,0.0,0.0
2025-02-21 00:00:00-05:00,327.92999267578125,329.0,299.0400085449219,299.69000244140625,17930800,0.0,0.0
2025-02-24 00:00:00-05:00,304.0,304.0400085449219,276.3999938964844,282.760009765625,17974900,0.0,0.0
2025-02-25 00:00:00-05:00,268.1000061035156,270.2900085449219,243.6999969482422,250.50999450683594,31379600,0.0,0.0
2025-02-26 00:00:00-05:00,245.38999938964844,264.4599914550781,244.00999450683594,263.2699890136719,19876900,0.0,0.0
2025-02-27 00:00:00-05:00,267.42999267578125,271.4599914550781,239.47999572753906,240.0500030517578,18520300,0.0,0.0
2025-02-28 00:00:00-05:00,238.32000732421875,257.5,231.9199981689453,255.42999267578125,22662600,0.0,0.0
2025-03-03 00:00:00-05:00,293.1499938964844,295.1000061035156,246.10000610351562,250.9199981689453,30575700,0.0,0.0
2025-03-04 00:00:00-05:00,240.27999877929688,293.0400085449219,237.00999450683594,275.1499938964844,30130200,0.0,0.0
2025-03-05 00:00:00-05:00,278.30999755859375,311.2799987792969,271.7699890136719,308.54998779296875,26199800,0.0,0.0
2025-03-06 00:00:00-05:00,298.95001220703125,320.94000244140625,292.1700134277344,304.1099853515625,25309500,0.0,0.0
2025-03-07 00:00:00-05:00,298.1499938964844,310.44000244140625,281.44000244140625,287.17999267578125,22764500,0.0,0.0
2025-03-10 00:00:00-04:00,268.0,272.0,231.6199951171875,239.27000427246094,31478300,0.0,0.0
2025-03-11 00:00:00-04:00,245.0,263.1000061035156,231.50999450683594,260.5899963378906,22076100,0.0,0.0
2025-03-12 00:00:00-04:00,264.6000061035156,269.7699890136719,248.22000122070312,262.54998779296875,14328600,0.0,0.0
2025-03-13 00:00:00-04:00,262.0,270.3999938964844,253.75999450683594,263.260009765625,13804700,0.0,0.0
2025-03-14 00:00:00-04:00,273.989990234375,298.70001220703125,272.6199951171875,297.489990234375,23714000,0.0,0.0
2025-03-17 00:00:00-04:00,292.1499938964844,296.80999755859375,281.6000061035156,294.2699890136719,12998700,0.0,0.0
2025-03-18 00:00:00-04:00,283.20001220703125,290.989990234375,272.5,283.19000244140625,15398200,0.0,0.0
2025-03-19 00:00:00-04:00,290.29998779296875,309.0799865722656,287.1199951171875,304.2300109863281,19378800,0.0,0.0
2025-03-20 00:00:00-04:00,298.7900085449219,309.3999938964844,293.3999938964844,302.07000732421875,15058100,0.0,0.0
2025-03-21 00:00:00-04:00,295.70001220703125,306.3900146484375,293.04998779296875,304.0,21774000,0.0,0.0
2025-03-24 00:00:00-04:00,316.1400146484375,336.7699890136719,311.3599853515625,335.7200012207031,23099700,0.0,0.0
