Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Price_Return,Dividend_Yield,Total_Return,Cumulative_Price_Return,Cumulative_Total_Return
2021-01-04 00:00:00-05:00,13.068966021637818,13.615740025400568,12.927597356723487,13.078190803527832,560640000,0.0,0.0,,,,,
2021-01-05 00:00:00-05:00,13.064477098966975,13.407301515605143,13.051761756875923,13.368656158447266,322760000,0.0,0.0,0.022209903440243428,0.0,0.022209903440243428,0.022209903440243428,0.022209903440243428
2021-01-06 00:00:00-05:00,13.18689766972291,13.209337125501545,12.552112068194326,12.580534934997559,580424000,0.0,0.0,-0.05895291300103611,0.0,-0.05895291300103611,-0.03805234806606672,-0.03805234806606672
2021-01-07 00:00:00-05:00,12.932585660325834,13.341731753289082,12.851804371002691,13.308072090148926,461480000,0.0,0.0,0.057830383120470064,0.0,0.057830383120470064,0.017577453187109127,0.017577453187109127
2021-01-08 00:00:00-05:00,13.32651890049771,13.384860715201302,13.006881540076098,13.240999221801758,292528000,0.0,0.0,-0.005040013902300466,0.0,-0.005040013902300466,0.012448848676378521,0.012448848676378521
2021-01-11 00:00:00-05:00,13.38261837556638,13.923408940388317,13.326520215211525,13.584822654724121,518344000,0.0,0.0,0.025966577534137114,0.0,0.025966577534137114,0.03873868020488147,0.03873868020488147
2021-01-12 00:00:00-05:00,13.715468418380237,13.717463839546596,13.309066372689761,13.448439598083496,291476000,0.0,0.0,-0.0100393696779838,0.0,-0.0100393696779838,0.028310398595483566,0.028310398595483566
2021-01-13 00:00:00-05:00,13.453678009092934,13.588314750482555,13.34896117763871,13.495315551757812,210028000,0.0,0.0,0.003485605399231373,0.0,0.003485605399231373,0.03189468287291364,0.03189468287291364
2021-01-14 00:00:00-05:00,13.538447302511603,13.563130416335552,13.145009767302131,13.164706230163574,283120000,0.0,0.0,-0.024498080117228205,0.0,-0.024498080117228205,0.006615244259351227,0.006615244259351227
2021-01-15 00:00:00-05:00,13.192381442840862,13.289369568359072,12.813903862869852,12.824873924255371,277780000,0.0,0.0,-0.025813892081356427,0.0,-0.025813892081356427,-0.01936941302340789,-0.01936941302340789
2021-01-19 00:00:00-05:00,12.981201565883781,13.058742418465295,12.80941557877871,12.990178108215332,226188000,0.0,0.0,0.012889341831838541,0.0,0.012889341831838541,-0.006729730177110094,-0.006729730177110094
2021-01-20 00:00:00-05:00,13.076446638238593,13.394338793425506,13.021595370917542,13.329763412475586,258572000,0.0,0.0,0.026141697321724333,0.0,0.026141697321724333,0.0192360405752674,0.0192360405752674
2021-01-21 00:00:00-05:00,13.382371546417229,13.961558380607089,13.217317455895053,13.83016300201416,337780000,0.0,0.0,0.03754002033301207,0.0,0.03754002033301207,0.05749818226260173,0.05749818226260173
2021-01-22 00:00:00-05:00,13.703006135776297,13.804482556466088,13.59055965110634,13.675580024719238,246820000,0.0,0.0,-0.011177234662556712,0.0,-0.011177234662556712,0.045678276924225436,0.045678276924225436
2021-01-25 00:00:00-05:00,13.744639568165347,13.791263752785367,13.200857825281458,13.616485595703125,251112000,0.0,0.0,-0.004321164360802099,0.0,-0.004321164360802099,0.04115972922111544,0.04115972922111544
2021-01-26 00:00:00-05:00,13.543932823051286,13.608009816021868,13.351452654248364,13.39907455444336,163980000,0.0,0.0,-0.015966751459596362,0.0,-0.015966751459596362,0.024535790594901297,0.024535790594901297
2021-01-27 00:00:00-05:00,13.194377345328904,13.197120336526261,12.759302228716475,12.88296890258789,371272000,0.0,0.0,-0.038518007326432846,0.0,-0.038518007326432846,-0.014927286493425784,-0.014927286493425784
2021-01-28 00:00:00-05:00,12.961254679956221,13.303829862047177,12.925600557222289,13.015856742858887,228316000,0.0,0.0,0.010315001245116973,0.0,0.010315001245116973,-0.0047662602270747145,-0.0047662602270747145
2021-01-29 00:00:00-05:00,13.03979330117493,13.298844248379915,12.876733718218354,12.95477294921875,271552000,0.0,0.0,-0.004693029037343255,0.0,-0.004693029037343255,-0.009436921066772741,-0.009436921066772741
2021-02-01 00:00:00-05:00,13.018104344826488,13.235018458241845,12.868009270386347,13.201359748840332,217204000,0.0,0.0,0.019034436233515972,0.0,0.019034436233515972,0.009417888694456922,0.009417888694456922
2021-02-02 00:00:00-05:00,13.362674782150295,13.535457561164439,13.249728972151189,13.520249366760254,220440000,0.0,0.0,0.024155816066442348,0.0,0.024155816066442348,0.033801201547936754,0.033801201547936754
2021-02-03 00:00:00-05:00,13.599284306794123,13.894238606614207,13.480106855752563,13.49406909942627,245408000,0.0,0.0,-0.0019363745907193808,0.0,-0.0019363745907193808,0.03179937516940412,0.03179937516940412
2021-02-04 00:00:00-05:00,13.494565231262396,13.636681445613485,13.30183589202546,13.627456665039062,201340000,0.0,0.0,0.00988490311039425,0.0,0.00988490311039425,0.041998612022319026,0.041998612022319026
2021-02-05 00:00:00-05:00,13.688045187348633,13.700262150398844,13.509277110977168,13.554405212402344,169152000,0.0,0.0,-0.005360607957325625,0.0,-0.005360607957325625,0.03641286597118998,0.03641286597118998
