Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Price_Return,Dividend_Yield,Total_Return,Cumulative_Total_Return
2025-06-04 00:00:00-04:00,23.05237484961441,23.05237484961441,22.110915945176476,22.360803604125977,10000,0.0,0.0,0.0,,,,
2025-06-05 00:00:00-04:00,21.72455333271316,21.77988028787634,18.476935987652265,18.893722534179688,19600,0.0,0.0,0.0,-0.15505172047155535,0.0,-0.15505172047155535,-0.15505172047155535
2025-06-06 00:00:00-04:00,19.834263960124662,20.359857836648843,19.382437614362527,19.640623092651367,17600,0.0,0.0,0.0,0.039531678160325434,0.0,0.039531678160325434,-0.12164949702311623
2025-06-09 00:00:00-04:00,19.013599477602558,20.581159906168875,18.747112674628024,20.53874397277832,15600,0.0,0.0,0.0,0.045727718305586196,0.0,0.045727718305586196,-0.08148453264941935
2025-06-10 00:00:00-04:00,21.05142758567874,21.72455647539939,20.82090384875333,21.70519256591797,13500,0.0,0.0,0.0,0.05679259621161048,0.0,0.05679259621161048,-0.029319654598059186
2025-06-11 00:00:00-04:00,22.277813826164444,22.277813826164444,21.678452461091986,21.770662307739258,7400,0.0,0.0,0.0,0.0030163170228718617,0.0,0.0030163170228718617,-0.026391774948456126
2025-06-12 00:00:00-04:00,21.623124005270732,21.91819406316891,21.300390469910997,21.352949142456055,6400,0.0,0.0,0.0,-0.019186975544364104,0.0,-0.019186975544364104,-0.04507237215231186
2025-06-13 00:00:00-04:00,21.14363731995578,22.07956312410236,21.088312115839212,21.794635772705078,9800,0.0,0.0,0.0,0.020685041082724176,0.0,0.020685041082724176,-0.025319654939254033
2025-06-16 00:00:00-04:00,22.05282214347904,22.231708780638872,21.982742733534586,22.106304168701172,10300,0.0,0.0,0.0,0.014300234206548135,0.0,0.014300234206548135,-0.011381497728366163
2025-06-17 00:00:00-04:00,21.946607589355807,21.946607589355807,21.180811354219696,21.283540725708008,13500,0.303,0.0,0.0,-0.037218498248932086,0.01370649737231958,-0.023512000876612506,-0.03462589682041217
2025-06-18 00:00:00-04:00,21.668306582717825,22.039998750824278,21.668306582717825,21.746753692626953,10100,0.0,0.0,0.0,0.021763905399416972,0.0,0.021763905399416972,-0.01361558616376457
2025-06-20 00:00:00-04:00,22.077350821000696,22.245452766341398,21.58892321942066,21.767297744750977,14600,0.0,0.0,0.0,0.0009446951215983379,0.0,0.0009446951215983379,-0.012683753619992855
2025-06-23 00:00:00-04:00,22.142723488042705,23.723813740344998,22.142723488042705,23.313833236694336,18700,0.0,0.0,0.0,0.07104857525625996,0.0,0.07104857525625996,0.05746365901266515
2025-06-24 00:00:00-04:00,23.76100136873676,23.76100136873676,23.017294249685413,23.02670669555664,13300,0.199,0.0,0.0,-0.012315715662140847,0.008535704874425712,-0.0037800107877151348,0.053466434973980626
