Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Price_Return,Dividend_Yield,Total_Return,Cumulative_Total_Return
2025-05-28 00:00:00-04:00,23.427351431509557,23.651447045191215,23.315302734191913,23.32464027404785,26700,0.0,0.0,0.0,,,,
2025-05-29 00:00:00-04:00,24.697228711287845,24.855963329210834,24.06229023959589,24.193012237548828,30000,0.0,0.0,0.0,0.03722981161973893,0.0,0.03722981161973893,0.03722981161973893
2025-05-30 00:00:00-04:00,24.193012023855047,24.28638564197681,23.110815547635987,23.524459838867188,35800,0.0,0.0,0.0,-0.027634111540852824,0.0,-0.027634111540852824,0.008566887311941329
2025-06-02 00:00:00-04:00,23.61409976545383,24.099639393878793,23.61409976545383,23.966115951538086,22400,0.0,0.0,0.0,0.018774335976088796,0.0,0.018774335976088796,0.02750206090869378
2025-06-03 00:00:00-04:00,24.2023529817632,24.715905282529363,24.09030426800217,24.6085262298584,23900,0.0,0.0,0.0,0.026804939090644853,0.0,0.026804939090644853,0.05504419106686331
2025-06-04 00:00:00-04:00,24.781266236207156,24.788735556253535,24.464730201604514,24.710302352905273,19500,0.0,0.0,0.0,0.004135807325323926,0.0,0.004135807325323926,0.05940765056081809
2025-06-05 00:00:00-04:00,24.715899616905936,25.024031282923417,24.286383504680018,24.47032928466797,24700,0.0,0.0,0.0,-0.009711458193027322,0.0,-0.009711458193027322,0.04911925745302348
2025-06-06 00:00:00-04:00,24.874637280214394,24.963343021967756,24.781265439774202,24.83168601989746,15200,0.0,0.0,0.0,0.014767138236096544,0.0,0.014767138236096544,0.06461174655398327
2025-06-09 00:00:00-04:00,25.108068496184874,25.34150164109088,24.921323048832203,25.00629234313965,32600,0.0,0.0,0.0,0.007031593549559068,0.0,0.007031593549559068,0.07209766364383707
2025-06-10 00:00:00-04:00,25.08456533141733,25.304290845045916,24.8752128319514,25.188297271728516,21800,0.264,0.0,0.0,0.007278365224695049,0.010557342783062643,0.017835708007757693,0.0912192845283879
2025-06-11 00:00:00-04:00,25.4240549550781,25.4240549550781,24.971401573971075,25.150577545166016,29400,0.0,0.0,0.0,-0.0014975099807496006,0.0,-0.0014975099807496006,0.0895851727586201
2025-06-12 00:00:00-04:00,24.980832821563787,25.52684694557863,24.980832821563787,25.523075103759766,20800,0.0,0.0,0.0,0.014810696013831448,0.0,0.014810696013831448,0.10572268753352598
2025-06-13 00:00:00-04:00,25.24487742322567,25.28259763395616,24.801652806022656,24.96102523803711,35900,0.0,0.0,0.0,-0.022021244048287203,0.0,-0.022021244048287203,0.08137329838162222
2025-06-16 00:00:00-04:00,25.1977281974419,25.73525610959568,25.1977281974419,25.612661361694336,30100,0.0,0.0,0.0,0.02610614417649093,0.0,0.02610614417649093,0.1096037856177805
2025-06-17 00:00:00-04:00,25.4469862679991,25.627803758350506,25.432786518210076,25.475387573242188,27800,0.105,0.0,0.0,-0.005359606583385079,0.004099534933805645,-0.0012600716495794343,0.10820560534525758
2025-06-18 00:00:00-04:00,25.347585186906148,25.712060489897635,25.347585186906148,25.69691276550293,22600,0.0,0.0,0.0,0.008695655429141302,0.0,0.008695655429141302,0.11784217943398279
2025-06-20 00:00:00-04:00,25.797260780179492,25.86068837312549,25.323916545680785,25.40911865234375,19900,0.0,0.0,0.0,-0.011199559876528542,0.0,-0.011199559876528542,0.10532283901290262
2025-06-23 00:00:00-04:00,25.1345829251574,25.598461952456898,25.1345829251574,25.53219223022461,22900,0.0,0.0,0.0,0.00484367756177595,0.0,0.00484367756177595,0.110676666446748
2025-06-24 00:00:00-04:00,25.877476657217862,26.182704605859872,25.877476657217862,26.154088973999023,15900,0.202,0.0,0.0,0.02435735788634008,0.007911580728304073,0.03226893861464415,0.14651702361703567
2025-06-25 00:00:00-04:00,26.46885451551491,27.041154436465384,26.46885451551491,27.003000259399414,19900,0.0,0.0,0.0,0.03245807132660339,0.0,0.03245807132660339,0.1837307549467624
2025-06-26 00:00:00-04:00,27.250997070130506,27.289151247361232,27.007770557804175,27.12890625,38300,0.0,0.0,0.0,0.0046626667181828285,0.0,0.0046626667181828285,0.18925009694114214
2025-06-27 00:00:00-04:00,27.27961154818005,27.537146775710887,27.18422792843257,27.47037696838379,24900,0.0,0.0,0.0,0.012586969604931664,0.0,0.012586969604931664,0.2042191517640024
2025-06-30 00:00:00-04:00,27.622992817766804,27.622992817766804,27.17946230690415,27.556224822998047,32800,0.0,0.0,0.0,0.0031251065361448394,0.0,0.0031251065361448394,0.20798246490613082
2025-07-01 00:00:00-04:00,27.235913455286305,27.35099558612514,26.21936225441166,26.60296630859375,27700,0.156,0.0,0.0,-0.03459321879275423,0.005661152824889298,-0.028932065967864934,0.1730330365434425
2025-07-02 00:00:00-04:00,26.478297426459935,27.43730853986544,26.478297426459935,27.424840927124023,15200,0.0,0.0,0.0,0.030894096883653743,0.0,0.030894096883653743,0.20927283282214204
2025-07-03 00:00:00-04:00,27.571565882604535,28.063538987316004,27.45648375930396,27.849679946899414,13200,0.0,0.0,0.0,0.015491029497830544,0.0,0.015491029497830544,0.22800571394631497
2025-07-07 00:00:00-04:00,27.667470128184256,27.82474752153036,27.542797662979698,27.705829620361328,28500,0.0,0.0,0.0,-0.005165241640563312,0.0,-0.005165241640563312,0.2216627676977898
2025-07-08 00:00:00-04:00,27.92194950943601,28.057024002075195,27.75310455338509,28.057024002075195,21300,0.174,0.0,0.0,0.01267582983531268,0.0062802667302958295,0.01895609656560851,0.24482072509287778
2025-07-09 00:00:00-04:00,28.298229590699137,28.750730982666084,28.298229590699137,28.63591766357422,29100,0.0,0.0,0.0,0.02063275354706917,0.0,0.02063275354706917,0.27050480432400303
2025-07-10 00:00:00-04:00,28.877122816995055,28.877122816995055,28.385063375098905,28.809585571289062,33800,0.0,0.0,0.0,0.006064688052087597,0.0,0.006064688052087597,0.27821001963090675
2025-07-11 00:00:00-04:00,28.780643098835014,29.264018439757425,28.780643098835014,28.95431137084961,23000,0.0,0.0,0.0,0.005023529380609348,0.0,0.005023529380609348,0.2846311452191119
