Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Price_Return,Dividend_Yield,Total_Return,Cumulative_Total_Return
2025-07-14 00:00:00-04:00,29.00737454443071,29.012197844819493,28.394712340945674,28.838529586791992,42200,0.0,0.0,0.0,-0.003998775262677556,0.0,-0.003998775262677556,0.2794941939739446
2025-07-15 00:00:00-04:00,30.025588338193067,30.09347720615205,29.68615324731071,29.928607940673828,37500,0.154,0.0,0.0,0.037799373598475405,0.005340078090199571,0.043139451688674973,0.3346908719408237
2025-07-16 00:00:00-04:00,29.99649553362331,30.064382553100586,29.686153816137157,30.064382553100586,19100,0.0,0.0,0.0,0.004536616360369949,0.0,0.004536616360369949,0.3407458523865068
2025-07-17 00:00:00-04:00,30.19045591116778,30.413515622391635,29.967398049726334,30.38442039489746,15900,0.0,0.0,0.0,0.010645082806261419,0.0,0.010645082806261419,0.3550182030073128
2025-07-18 00:00:00-04:00,30.578385413981636,30.598751518649397,30.137117963064362,30.35532569885254,17100,0.0,0.0,0.0,-0.0009575531034256013,0.0,-0.0009575531034256013,0.35372070112182485
2025-07-21 00:00:00-04:00,30.442610199497764,30.51049721654308,30.122570083582364,30.287439346313477,71700,0.0,0.0,0.0,-0.002236390187756343,0.0,-0.002236390187756343,0.35069325342887336
2025-07-22 00:00:00-04:00,30.108546664753135,30.108546664753135,28.96970160400607,29.365610122680664,37000,0.247,0.0,0.0,-0.03043602376194332,0.008155195861087686,-0.022280827900855636,0.3205986895023778
2025-07-23 00:00:00-04:00,29.717527134289714,30.14764976501465,29.50246675119181,30.14764976501465,18400,0.0,0.0,0.0,0.02663113890931812,0.0,0.02663113890931812,0.35576773664597905
2025-07-24 00:00:00-04:00,30.362710689847834,30.79283332824707,30.306014087141815,30.79283332824707,63800,0.0,0.0,0.0,0.02140079138046569,0.0,0.02140079138046569,0.3847822391383058
2025-07-25 00:00:00-04:00,30.685300649857023,30.910138616331942,30.54844421641678,30.75372886657715,27200,0.0,0.0,0.0,-0.0012699208693488506,0.0,-0.0012699208693488506,0.3830236752733205
2025-07-28 00:00:00-04:00,30.871037941990707,31.2845401763916,30.871037941990707,31.2845401763916,61800,0.0,0.0,0.0,0.01726006339320163,0.0,0.01726006339320163,0.4068947515828367
2025-07-29 00:00:00-04:00,31.476529148150835,31.64882907749911,31.053167953481974,31.14177703857422,40900,0.228,0.0,0.0,-0.004563376575536737,0.007287944739301513,0.002724568163764776,0.41072793223276727
2025-07-30 00:00:00-04:00,31.250081513252052,31.84672857270568,31.210699904082308,31.683290481567383,19400,0.0,0.0,0.0,0.01738864941208762,0.0,0.01738864941208762,0.4352585856622022
2025-07-31 00:00:00-04:00,32.165724126005735,32.23464710431372,31.20675915377412,31.614370346069336,22300,0.0,0.0,0.0,-0.0021752833891461876,0.0,-0.0021752833891461876,0.4321364915016819
2025-08-01 00:00:00-04:00,30.82671781995843,31.338691874610408,30.29603792384223,30.797182083129883,34400,0.0,0.0,0.0,-0.025848633200472926,0.0,-0.025848633200472926,0.39511772063984263
2025-08-04 00:00:00-04:00,31.161470622182964,32.077117919921875,31.003940429298947,32.077117919921875,77500,0.0,0.0,0.0,0.04156016071006441,0.0,0.04156016071006441,0.4530990373190933
2025-08-05 00:00:00-04:00,31.990680904675692,32.09002932705972,31.275360135832702,31.762174606323242,89200,0.293,0.0,0.0,-0.009818317044095637,0.009134237082379176,-0.0006840799617164606,0.4521050013852739
2025-08-06 00:00:00-04:00,31.39458145071051,32.09002989444335,31.39458145071051,32.04035568237305,82000,0.0,0.0,0.0,0.008758250324410133,0.0,0.008758250324410133,0.46482290048473396
2025-08-07 00:00:00-04:00,32.50730106748965,32.70500495879394,31.94597148981719,32.24898910522461,53900,0.0,0.0,0.0,0.006511582609126432,0.0,0.006511582609126432,0.4743612158089805
2025-08-08 00:00:00-04:00,32.48743097806373,32.7656095959266,32.25892657197645,32.75567626953125,53500,0.0,0.0,0.0,0.015711722393944916,0.0,0.015711722393944916,0.4975259699401704
2025-08-11 00:00:00-04:00,32.636452814278115,32.95437230973689,32.29866287661576,32.705997467041016,127700,0.0,0.0,0.0,-0.0015166471325901432,0.0,-0.0015166471325901432,0.49525475147188147
2025-08-12 00:00:00-04:00,32.869998931884766,32.939998626708984,32.20000076293945,32.939998626708984,97600,0.214,0.0,0.0,0.007154686534290189,0.006543142437886364,0.013697828972176553,0.5157364953273775
2025-08-13 00:00:00-04:00,32.84000015258789,33.0,32.220001220703125,32.650001525878906,74200,0.0,0.0,0.0,-0.008803798206443725,0.0,-0.008803798206443725,0.502392257088373
2025-08-14 00:00:00-04:00,32.27000045776367,32.84000015258789,32.209999084472656,32.779998779296875,55200,0.0,0.0,0.0,0.003981538969146214,0.0,0.003981538969146214,0.5083740904069138
2025-08-15 00:00:00-04:00,32.779998779296875,32.779998779296875,32.0,32.58000183105469,61100,0.0,0.0,0.0,-0.006101188398106361,0.0,-0.006101188398106361,0.4991712159065189
