Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Price_Return,Dividend_Yield,Total_Return,Cumulative_Total_Return,Cumulative_Price_Return
2025-06-04 00:00:00-04:00,22.872899688948873,22.872899688948873,22.278204646048952,22.424591064453125,30300,0.0,0.0,0.0,,,,,
2025-06-05 00:00:00-04:00,22.81800540352384,22.99641374333556,21.628613563006116,21.793298721313477,56700,0.0,0.0,0.0,-0.028151788423930624,0.0,-0.028151788423930624,-0.028151788423930624,-0.028151788423930624
2025-06-06 00:00:00-04:00,22.406295497695034,22.570980677978305,21.967136180315652,22.151948928833008,53200,0.0,0.0,0.0,0.016456903202486606,0.0,0.016456903202486606,-0.012158176478513583,-0.012158176478513583
2025-06-09 00:00:00-04:00,22.63044782564883,23.330358007451977,22.39988825366814,23.1931209564209,81700,0.0,0.0,0.0,0.04700137360070822,0.0,0.04700137360070822,0.03427174612722461,0.03427174612722461
2025-06-10 00:00:00-04:00,23.34865965760756,23.34865965760756,22.72651642062386,23.138229370117188,100500,0.0,0.0,0.0,-0.0023667184078783876,0.0,-0.0023667184078783876,0.03182391614691671,0.03182391614691671
2025-06-11 00:00:00-04:00,23.266314859849686,23.266314859849686,22.571892882951907,22.956157684326172,75300,0.0,0.0,0.0,-0.007868868567192933,0.0,-0.007868868567192933,0.02370462936627038,0.02370462936627038
2025-06-12 00:00:00-04:00,22.433742576774517,23.202272219343975,22.350485576926676,22.522489547729492,27900,0.0,0.0,0.0,-0.018891146443586915,0.0,-0.018891146443586915,0.004365675297934191,0.004365675297934191
2025-06-13 00:00:00-04:00,22.323949874363517,22.854601080362535,21.96713319560701,22.79604721069336,43900,0.0,0.0,0.0,0.012145978018289094,0.0,0.012145978018289094,0.01656467871242695,0.01656467871242695
2025-06-16 00:00:00-04:00,23.284616423008238,23.284616423008238,22.62587568644279,22.854604721069336,38200,0.0,0.0,0.0,0.002568757198770255,0.0,0.002568757198770255,0.01917598654888497,0.01917598654888497
2025-06-17 00:00:00-04:00,22.417484130906796,22.591412124467816,21.892937382418054,22.456134796142578,90100,0.145,0.0,0.0,-0.01743499525762593,0.006344454510137581,-0.011090540747488348,0.007872773741202987,0.0014066580567189124
2025-06-18 00:00:00-04:00,22.0953909883039,22.330977473191336,21.948149874062388,22.093549728393555,49300,0.0,0.0,0.0,-0.016146370292153156,0.0,-0.016146370292153156,-0.008400713271002003,-0.014762424657292494
2025-06-20 00:00:00-04:00,22.270241164942522,22.362265547776985,21.874529999845006,22.17821502685547,22900,0.0,0.0,0.0,0.0038321274536117222,0.0,0.0038321274536117222,-0.004600778421345986,-0.010986868696491903
2025-06-23 00:00:00-04:00,21.42360296694999,21.94814965049892,21.280962371058475,21.773300170898438,20200,0.0,0.0,0.0,-0.0182573239310162,0.0,-0.0182573239310162,-0.022774104450388855,-0.029043601806728714
2025-06-24 00:00:00-04:00,22.258724238330434,22.810301738671246,22.12828439373716,22.473020553588867,39700,0.291,0.0,0.0,0.0321366250039421,0.013364992799251543,0.045501617803193645,0.0216912547562933,0.002159659857186691
2025-06-25 00:00:00-04:00,22.938880742169285,23.14385790871576,22.668681871753293,23.10658836364746,47100,0.0,0.0,0.0,0.0281923744317234,0.0,0.0281923744317234,0.05049515716399999,0.03041292022824904
2025-06-26 00:00:00-04:00,23.032049275502477,23.255661197348957,22.93794599170036,23.055343627929688,44600,0.0,0.0,0.0,-0.002217754300690933,0.0,-0.002217754300690933,0.04816541701134458,0.028127717542925312
2025-06-27 00:00:00-04:00,22.957510047713896,23.497905924580234,22.957510047713896,22.994779586791992,43200,0.0,0.0,0.0,-0.0026268982199999513,0.0,-0.0026268982199999513,0.045411993143132046,0.025426930671779147
2025-06-30 00:00:00-04:00,23.274301146104726,24.151047239967394,23.08795872499993,24.094213485717773,118400,0.0,0.0,0.0,0.04781232604452912,0.0,0.04781232604452912,0.09539557221015249,0.0744549774158989
2025-07-01 00:00:00-04:00,23.590311663402172,23.674763998360316,22.173391342163086,22.173391342163086,45200,0.183,0.0,0.0,-0.07972130506327946,0.007595184632545741,-0.07212612043073371,0.016388939249630585,-0.011201975615433013
2025-07-02 00:00:00-04:00,22.91469292822856,24.115791314418857,22.717636899269753,24.009756088256836,40100,0.0,0.0,0.0,0.08281839786058676,0.0,0.08281839786058676,0.10056464280150634,0.07068869257181021
2025-07-03 00:00:00-04:00,24.003187534549742,24.59059888154346,24.003187534549742,24.09514617919922,78400,0.0,0.0,0.0,0.00355647473587406,0.0,0.00355647473587406,0.10447877314882614,0.07449656985692799
2025-07-07 00:00:00-04:00,24.134558864995473,24.23777878243679,23.70291519165039,23.70291519165039,39200,0.0,0.0,0.0,-0.01627842324058748,0.0,-0.01627842324058748,0.08649960021926484,0.05700545992223738
2025-07-08 00:00:00-04:00,24.031873028932445,24.031873028932445,23.548391350006167,23.83847999572754,49800,0.257,0.0,0.0,0.005719330427546021,0.010842548181184526,0.016561878608730547,0.1044940747065306,0.06305082341125301
2025-07-09 00:00:00-04:00,24.088750982522715,24.99883460998535,23.832789792782737,24.99883460998535,42100,0.0,0.0,0.0,0.048675696372662,0.0,0.048675696372662,0.15825609293235,0.11479556252032741
2025-07-10 00:00:00-04:00,24.79027588490582,25.36381721496582,24.79027588490582,25.36381721496582,42100,0.0,0.0,0.0,0.014599984786278108,0.0,0.014599984786278108,0.17516661426777613,0.13107156077293447
2025-07-11 00:00:00-04:00,25.747758080665182,25.99423904648908,25.464305422010696,25.880477905273438,51100,0.0,0.0,0.0,0.020369989498377317,0.0,0.020369989498377317,0.1991047458592543,0.15411147658779245
2025-07-14 00:00:00-04:00,26.619918181272755,27.112880064374725,26.278636599406497,26.861658096313477,158900,0.0,0.0,0.0,0.037911981170954734,0.0,0.037911981170954734,0.2445651824062729,0.19786612915737156
2025-07-15 00:00:00-04:00,26.442780286229016,27.123693740086132,26.31845698449408,26.40452766418457,127300,0.247,0.0,0.0,-0.01701795289366903,0.00919526259750505,-0.00782269029616398,0.2348293344309198,0.17748089979844983
