Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Price_Return,Dividend_Yield,Total_Return,Cumulative_Total_Return,Cumulative_Price_Return
2025-06-04 00:00:00-04:00,22.055052656469723,22.082271481871697,21.66960139872226,21.759159088134766,6900,0.0,0.0,0.0,,,,,
2025-06-05 00:00:00-04:00,21.959347442373097,22.029589189832013,20.38768604027369,20.764358520507812,85800,0.0,0.0,0.0,-0.04571870464283778,0.0,-0.04571870464283778,-0.04571870464283778,-0.04571870464283778
2025-06-06 00:00:00-04:00,21.590578887231363,21.682770871196766,21.38424301147461,21.38424301147461,2400,0.0,0.0,0.0,0.02985329358258637,0.0,0.02985329358258637,-0.017230264972169618,-0.017230264972169618
2025-06-09 00:00:00-04:00,21.731059658854107,21.879446029663086,21.53789528699902,21.879446029663086,3800,0.0,0.0,0.0,0.02315737891319114,0.0,0.02315737891319114,0.005528106166286406,0.005528106166286406
2025-06-10 00:00:00-04:00,22.134951370499753,22.134951370499753,21.512433600346835,21.769695281982422,4600,0.0,0.0,0.0,-0.005016157517510722,0.0,-0.005016157517510722,0.0004842187974720691,0.0004842187974720691
2025-06-11 00:00:00-04:00,21.827644387870002,22.177975584999228,21.30961087204961,21.429899215698242,9900,0.0,0.0,0.0,-0.015608673519900362,0.0,-0.015608673519900362,-0.015132012735550204,-0.015132012735550204
2025-06-12 00:00:00-04:00,21.12522478465158,21.12522478465158,20.367492138170135,20.516756057739258,11300,0.0,0.0,0.0,-0.042610707067164855,0.0,-0.042610707067164855,-0.05709793404070396,-0.05709793404070396
2025-06-13 00:00:00-04:00,20.19451935703802,20.677431106567383,19.90477197238137,20.677431106567383,6600,0.0,0.0,0.0,0.007831406113907313,0.0,0.007831406113907313,-0.049713685036534505,-0.049713685036534505
2025-06-16 00:00:00-04:00,21.090103856971073,22.126170822547298,21.034788672745517,22.038368225097656,31800,0.0,0.0,0.0,0.06581751434770955,0.0,0.06581751434770955,0.012831798133005501,0.012831798133005501
2025-06-17 00:00:00-04:00,21.77792277148301,21.947701666056417,21.19125233449805,21.61347770690918,14300,0.307,0.0,0.0,-0.019279581584656702,0.013930250954350756,-0.005349330630305946,0.007413825971904764,-0.006695175150634336
2025-06-18 00:00:00-04:00,21.65347817571316,23.914825439453125,21.65347817571316,23.914825439453125,9700,0.0,0.0,0.0,0.10647743800194975,0.0,0.10647743800194975,0.11468066916913533,0.09906937775430147
2025-06-20 00:00:00-04:00,24.391272071479232,24.693496417860807,24.177937537933204,24.60816192626953,9800,0.0,0.0,0.0,0.02899191083672248,0.0,0.02899191083672248,0.14699739174110515,0.13093349915752617
2025-06-23 00:00:00-04:00,24.17793847500411,25.022387491089983,24.000158842442755,24.624162673950195,4000,0.0,0.0,0.0,0.0006502211635555089,0.0,0.0006502211635555089,0.1477431937197582,0.13166885605325218
2025-06-24 00:00:00-04:00,25.19324409521265,26.92759445890801,25.048715041814887,26.828231811523438,11100,0.442,0.0,0.0,0.08950838924991822,0.01794984892897861,0.10745823817889683,0.27107765519870375,0.23296271252287637
2025-06-25 00:00:00-04:00,27.623141774612858,27.867035199813117,26.77403228850209,27.348535537719727,14500,0.0,0.0,0.0,0.019393888119484837,0.0,0.019393888119484837,0.2957287930348045,0.2568746534250417
2025-06-26 00:00:00-04:00,27.7758031349568,28.50838454730996,27.731541259912166,28.248231887817383,21000,0.0,0.0,0.0,0.032897423295546346,0.0,0.032897423295546346,0.3383549316154979,0.29822259092820835
